KEY,en,notes,sp,fr,de,it,pt-br,zh
QUEST_BEGIN_PYROPHINASCOLLAR,"Pyrophina thanks you for helping her defeat Zaratana!
""Pyrophina's Collar"" added to Quest Items!",,"Pyrophina te da las gracias por haberla ayudado a derrotar a Zaratana.
¡Se ha añadido el collar de Pyrophina a los objetos de misión!",Pyrophina vous remercie de l'avoir aidée à vaincre Zaratana&nbsp;! «&nbsp;Collier de Pyrophina&nbsp;» ajouté aux objets de quête&nbsp;!,"Pyrophina dankt dir dafür, dass du ihr geholfen hast, Zaratana zu besiegen!
„Pyrophinas Halsband“ wurde den Questgegenständen hinzugefügt!","Pyrophina ti ringrazia per averla aiutata a sconfiggere Zaratana!
Hai aggiunto il ""Collare di Pyrophina"" agli oggetti della missione!","Pyrophina agradece por você tê-la ajudado a derrotar Zaratana!
A ""coleira de Pyrophina"" foi adicionada aos itens de missão!","派罗菲娜感谢你帮她击败了扎拉塔娜！
“派罗菲娜的项圈”已添加至任务物品！"
QUEST_BEGIN_ZARATANASCOLLAR,"Zaratana thanks you for helping her defeat Pyrophina!
""Zaratana's Collar"" added to Quest Items!",,"Zaratana te da las gracias por haberla ayudado a derrotar a Pyrophina.
¡Se ha añadido el collar de Zaratana a los objetos de misión!",Zaratana vous remercie de l'avoir aidée à vaincre Pyrophina&nbsp;! «&nbsp;Collier de Zaratana&nbsp;» ajouté aux objets de quête&nbsp;!,"Zaratana dankt dir dafür, dass du ihr geholfen hast, Pyrophina zu besiegen!
„Zaratanas Halsband“ wurde den Questgegenständen hinzugefügt!","Zaratana ti ringrazia per averla aiutata a sconfiggere Pyrophina!
Hai aggiunto il ""Collare di Zaratana"" agli oggetti della missione!","Zaratana agradece por você tê-la ajudado a derrotar Pyrophina!
A ""coleira de Zaratana"" foi adicionada aos itens de missão!","扎拉塔娜感谢你帮她击败了派罗菲娜！
“扎拉塔娜的项圈”已添加至任务物品！"
,,,,,,,,
QUEST_BEGIN_COOLER,"""Cryogenic Time Chamber"" added to Quest Items!",,¡Se ha añadido la cámara temporal criogénica a los objetos de misión!,«&nbsp;Cryocapsule temporelle&nbsp;» trouvée et ajoutée aux objets de quête&nbsp;!,„Kryogene Zeitkammer“ wurde den Questgegenständen hinzugefügt!,"Hai aggiunto la ""Camera del Tempo Criogenica"" agli oggetti della missione!","A ""câmara criogênica de tempo"" foi adicionada aos itens de missão!",“低温时间舱”已添加至任务物品！
,,,,,,,,
QUEST_BEGIN_RECEIVER,"""Receiver Antenna"" found and added to Quest Items!",,¡Has encontrado la antena receptora y se ha añadido a los objetos de misión!,«&nbsp;Antenne réceptrice&nbsp;» trouvée et ajoutée aux objets de quête&nbsp;!,„Empfängerantenne“ gefunden und den Questgegenständen hinzugefügt!,"Hai trovato l'oggetto ""Antenna Ricevitrice"" e l'hai aggiunta agli oggetti della missione!","A ""antena receptora"" foi encontrada e adicionada aos itens de missão!",找到“接收天线”并已添加至任务物品！
QUEST_BEGIN_TRANSMITTER,"""Transmitter Antenna"" found and added to Quest Items!",,¡Has encontrado la antena transmisora y se ha añadido a los objetos de misión!,«&nbsp;Antenne émettrice&nbsp;» trouvée et ajoutée aux objets de quête&nbsp;!,„Sendeantenne“ gefunden und den Questgegenständen hinzugefügt!,"Hai trovato l'oggetto ""Antenna Trasmittente"" e l'hai aggiunta agli oggetti della missione!","A ""antena transmissora"" foi encontrada e adicionada aos itens de missão!",找到“发射天线”并已添加至任务物品！
QUEST_BEGIN_AMPLIFIER,"""Signal Amplifier"" found and added to Quest Items!",,¡Has encontrado el amplificador de señal y se ha añadido a los objetos de misión!,«&nbsp;Amplificateur de signal&nbsp;» trouvé et ajouté aux objets de quête&nbsp;!,„Signalverstärker“ gefunden und den Questgegenständen hinzugefügt!,"Hai trovato l'oggetto ""Amplificatore di Segnale"" e l'hai aggiunto agli oggetti della missione!","O ""amplificador de sinal"" foi encontrado e adicionado aos itens de missão!",找到“信号放大器”并已添加至任务物品！
,,,,,,,,
QUEST_BEGIN_JAR,"""Jar of Radiation!"" added to Quest Items!",,¡Se ha añadido el tarro de radiación a los objetos de misión!,«&nbsp;Bocal irradié&nbsp;» trouvé et ajouté aux objets de quête&nbsp;!,„Verstrahltes Glas!“ wurde den Questgegenständen hinzugefügt!,"Hai aggiunto il ""Barattolo delle Radiazioni"" agli oggetti della missione!","O ""pote de radiação"" foi adicionado aos itens de missão!",“辐射之罐！”已添加至任务物品！
QUEST_BEGIN_NUKE,"""Nuke"" added to Quest Items!",,¡Se ha añadido el arma nuclear a los objetos de misión!,«&nbsp;Ogive&nbsp;» trouvée et ajoutée aux objets de quête&nbsp;!,„Atombombe“ wurde den Questgegenständen hinzugefügt!,"Hai aggiunto la ""Bomba Atomica"" agli oggetti della missione!","A ""bomba nuclear"" foi adicionada aos itens de missão!",“核弹”已添加至任务物品！
,,,,,,,,
ABILITY_UNLOCK_FIGHTER,"Fighters can now learn ""Pawbreaker""!",,¡Ahora los luchadores pueden aprender Rompepatas!,Les Pugilistes peuvent désormais apprendre «&nbsp;Briseur de patte&nbsp;»&nbsp;!,Krieger können jetzt „Pfotenbrecher“ lernen!,"Ora i guerrieri possono imparare ""Spezzazampa""!","Agora lutadores podem aprender ""Quebra-Patas""!",战士现在可以学习“碎掌击”了！
ABILITY_UNLOCK_HUNTER,"Hunters can now learn ""Ball of Spiders""!",,¡Ahora los cazadores pueden aprender Bola de arañas!,Les Sentinelles peuvent désormais apprendre «&nbsp;Boule d'araignées&nbsp;»&nbsp;!,Jäger können jetzt „Spinnenball“ lernen!,"Ora i cacciatori possono imparare ""Palla di Ragni""!","Agora caçadores podem aprender ""Bola de Aranhas""!",猎人现在可以学习“蜘蛛球”了！
ABILITY_UNLOCK_MAGE,"Mages can now learn ""Hyper Beam""!",,¡Ahora los magos pueden aprender Hiperrayo!,Les Mages peuvent désormais apprendre «&nbsp;Méga rayon&nbsp;»&nbsp;!,Magier können jetzt „Hyperstrahl“ lernen!,"Ora i maghi possono imparare ""Iper-Raggio""!","Agora magos podem aprender ""Hiper Raio""!",法师现在可以学习“破坏光线”了！
ABILITY_UNLOCK_MEDIC,"Clerics can now learn ""Ethereal""",,¡Ahora los clérigos pueden aprender Etéreo!,Les Sages peuvent désormais apprendre «&nbsp;Céleste&nbsp;»&nbsp;!,Kleriker können jetzt „Ätherisch“ lernen!,"Ora i chierici possono imparare ""Etereo""!","Agora clérigos podem aprender ""Etéreo""!",牧师现在可以学习“虚灵”了
ABILITY_UNLOCK_THIEF,"Thieves can now learn ""Nail Flurry""!",,¡Ahora los ladrones pueden aprender Lluvia de clavos!,Les Montes-en-l'air peuvent désormais apprendre «&nbsp;Pluie de clous&nbsp;»&nbsp;!,Diebe können jetzt „Nagelfurie“ lernen!,"Ora i ladri possono imparare ""Raffica di Chiodi""!","Agora ladrões podem aprender ""Salva de Pregos""!",盗贼现在可以学习“钉刺乱舞”了！
ABILITY_UNLOCK_TANK,"Tanks can now learn ""Suplex""!",,¡Ahora los tanques pueden aprender Súplex!,Les Tanks peuvent désormais apprendre «&nbsp;Suplex&nbsp;»&nbsp;!,Tanks können jetzt „Suplex“ lernen!,"Ora i corazzati possono imparare ""Suplex""!","Agora tanques podem aprender ""Suplex""!",坦克现在可以学习“背摔”了！
ABILITY_UNLOCK_NECROMANCER,"Necromancers can now learn ""Summon Shade""!",,¡Ahora los nigromantes pueden aprender Invocación de sombra!,Les Occultistes peuvent désormais apprendre «&nbsp;Invocation d'ombres&nbsp;»&nbsp;!,Totenbeschwörer können jetzt „Schatten beschwören“ lernen!,"Ora i necromanti possono imparare ""Evoca Ombra""!","Agora necromantes podem aprender ""Invocar Sombra""!",死灵法师现在可以学习“召唤暗影”了！
ABILITY_UNLOCK_PSYCHIC,"Psychics can now learn ""Supernova""!",,¡Ahora los ocultistas pueden aprender Supernova!,Les Médiums peuvent désormais apprendre «&nbsp;Supernova&nbsp;»&nbsp;!,Medien können jetzt „Supernova“ lernen!,"Ora gli psionici possono imparare ""Supernova""!","Agora psíquicos podem aprender ""Supernova""!",灵能者现在可以学习“超新星”了！
ABILITY_UNLOCK_TINKERER,"Tinkerers can now learn ""Mech Suit""!",,¡Ahora los manitas pueden aprender Traje robótico!,Les Scientifiques peuvent désormais apprendre «&nbsp;Costume mécha&nbsp;»&nbsp;!,Bastler können jetzt „Mechanzug“ lernen!,"Ora gli inventori possono imparare ""Tuta per Mech""!","Agora artífices podem aprender ""Traje Mecha""!",工匠现在可以学习“机甲套装”了！
ABILITY_UNLOCK_BUTCHER,"Butchers can now learn ""Slice and Dice""!",,¡Ahora los carniceros pueden aprender Corte en canal!,Les Barbares peuvent désormais apprendre «&nbsp;Julienne&nbsp;»&nbsp;!,Schlachter können jetzt „Zurechtstutzen“ lernen!,"Ora i macellai possono imparare ""Affettamento""!","Agora açougueiros podem aprender ""Fatiar e Picar""!",屠夫现在可以学习“切碎”了！
ABILITY_UNLOCK_DRUID,"Druids can now learn ""Summon Bear""!",,¡Ahora los druidas pueden aprender Invocación de oso!,Les Druides peuvent désormais apprendre «&nbsp;Invocation d'ours&nbsp;»&nbsp;!,Druiden können jetzt „Bär beschwören“ lernen!,"Ora i druidi possono imparare ""Evoca Orso""!","Agora druidas podem aprender ""Invocar Urso""!",德鲁伊现在可以学习“召唤熊”了！
ABILITY_UNLOCK_MONK,"Monks can now learn ""Hundred Hand Slap""!",,¡Ahora los monjes pueden aprender Golpe de cien manos!,Les Moines peuvent désormais apprendre «&nbsp;Gifle de cent mains&nbsp;»&nbsp;!,Mönche können jetzt „Hundert Hände“ lernen!,"Ora i monaci possono imparare ""Schiaffo delle Cento Mani!""","Agora monges podem aprender ""Tapa de Cem Mãos""!",武僧现在可以学习“百裂掌”了！
ABILITY_UNLOCK_COLORLESS,"All cats can now learn ""Metronome""!",,¡Ahora todos los gatos pueden aprender Metrónomo!,Tous les chats peuvent désormais apprendre «&nbsp;Métronome&nbsp;»&nbsp;!,Alle Katzen können jetzt „Metronom“ lernen!,"Ora tutti i gatti possono imparare ""Metronomo""!","Agora todos os gatos podem aprender ""Metrônomo""!",所有猫咪现在都可以学习“挥指”了！
ABILITY_UNLOCK_JESTER,Jesters have some more tricks up their sleeves!,,¡Los bufones tienen algunos ases más en la manga!,Les Jokers ont encore plus de tours dans leur sac&nbsp;!,Narren haben jetzt neue Kunststücke im Repertoire!,I giullari hanno qualche altro asso nella manica!,Agora curingas possuem mais truques na manga!,小丑们现在有了更多把戏！
,,,,,,,,
PASSIVE_UNLOCK_FIGHTER,"Fighters can now learn ""Dual Wield""!",,¡Ahora los luchadores pueden aprender Multiarma!,Les Pugilistes peuvent désormais apprendre «&nbsp;Coup double&nbsp;»&nbsp;!,Krieger können jetzt „Doppelwaffen“ lernen!,"Ora i guerrieri possono imparare ""Doppia Impugnatura""!","Agora lutadores podem aprender ""Empunhadura Dupla""!",战士现在可以学习“双持”了！
PASSIVE_UNLOCK_HUNTER,"Hunters can now learn ""Thrill of the Hunt""!",,¡Ahora los cazadores pueden aprender Exaltación de la caza!,Les Sentinelles peuvent désormais apprendre «&nbsp;Frisson de la chasse&nbsp;»&nbsp;!,Jäger können jetzt „Jagdrausch“ lernen!,"Ora i cacciatori possono imparare ""Brivido della Caccia""!","Agora caçadores podem aprender ""Emoção da Caçada""!",猎人现在可以学习“狩猎快感”了！
PASSIVE_UNLOCK_MAGE,"Mages can now learn ""Three""!",,¡Ahora los magos pueden aprender Tres!,Les Mages peuvent désormais apprendre «&nbsp;Trois&nbsp;»&nbsp;!,Magier können jetzt „Drei“ lernen!,"Ora i maghi possono imparare ""Tre""!","Agora magos podem aprender ""Três""!",法师现在可以学习“三”了！
PASSIVE_UNLOCK_MEDIC,"Clerics can now learn ""Evil Patron""!",,¡Ahora los clérigos pueden aprender Patrón malvado!,Les Sages peuvent désormais apprendre «&nbsp;Divinité maléfique&nbsp;»&nbsp;!,Kleriker können jetzt „Bösartiger Schutzpatron“ lernen!,"Ora i chierici possono imparare ""Mecenate Crudele""!","Agora clérigos podem aprender ""Patrono Maligno""!",牧师现在可以学习“邪恶恩主”了！
PASSIVE_UNLOCK_THIEF,"Thieves can now learn ""First Strike""!",,¡Ahora los ladrones pueden aprender Primer ataque!,Les Montes-en-l'air peuvent désormais apprendre «&nbsp;Premier assaut&nbsp;»&nbsp;!,Diebe können jetzt „Erstschlag“ lernen!,"Ora i ladri possono imparare ""Primo Colpo""!","Agora ladrões podem aprender ""Primeiro Ataque""!",盗贼现在可以学习“先发制人”了！
PASSIVE_UNLOCK_TANK,"Tanks can now learn ""Bouncer""!",,¡Ahora los tanques pueden aprender Guardia!,Les Tanks peuvent désormais apprendre «&nbsp;Garde du corps&nbsp;»&nbsp;!,Tanks können jetzt „Türsteher“ lernen!,"Ora i corazzati possono imparare ""Rimbalzo""!","Agora tanques podem aprender ""Segurança""!",坦克现在可以学习“保镖”了！
PASSIVE_UNLOCK_NECROMANCER,"Necromancers can now learn ""Servus Mortem""!",,¡Ahora los nigromantes pueden aprender Servus mortem!,Les Occultistes peuvent désormais apprendre «&nbsp;Servus Mortem&nbsp;»&nbsp;!,Totenbeschwörer können jetzt „Servus Mortem“ lernen!,"Ora i necromanti possono imparare ""Servus Mortem""!","Agora necromantes podem aprender ""Servus Mortem""!",死灵法师现在可以学习“死亡仆从”了！
PASSIVE_UNLOCK_PSYCHIC,"Psychics can now learn ""Gravity Well""!",,¡Ahora los ocultistas pueden aprender Influencia gravitatoria!,Les Médiums peuvent désormais apprendre «&nbsp;Puits de gravité&nbsp;»&nbsp;!,Medien können jetzt „Gravitationsbrunnen“ lernen!,"Ora gli psionici possono imparare ""Pozzo Gravitazionale""!","Agora psíquicos podem aprender ""Poço de Gravidade""!",灵能者现在可以学习“重力井”了！
PASSIVE_UNLOCK_TINKERER,"Tinkerers can now learn ""Armor Specialist""!",,¡Ahora los manitas pueden aprender Especialista en armaduras!,Les Scientifiques peuvent désormais apprendre «&nbsp;Spécialiste des armures&nbsp;»&nbsp;!,Bastler können jetzt „Rüstungsspezialist“ lernen!,"Ora gli inventori possono imparare ""Specialista delle Armature""!","Agora artífices podem aprender ""Especialista em Armaduras""!",工匠现在可以学习“护甲专家”了！
PASSIVE_UNLOCK_BUTCHER,"Butchers can now learn ""Indigestion""!",,¡Ahora los carniceros pueden aprender Indigestión!,Les Barbares peuvent désormais apprendre «&nbsp;Indigestion&nbsp;»&nbsp;!,Schlachter können jetzt „Magenverstimmung“ lernen!,"Ora i macellai possono imparare ""Indigestione""!","Agora açougueiros podem aprender ""Indigestão""!",屠夫现在可以学习“消化不良”了！
PASSIVE_UNLOCK_DRUID,"Druids can now learn ""Suicide Squad""!",,¡Ahora los druidas pueden aprender Escuadrón suicida!,Les Druides peuvent désormais apprendre «&nbsp;Suicide Squad&nbsp;»&nbsp;!,Druiden können jetzt „Selbstmordkommando“ lernen!,"Ora i druidi possono imparare ""Squadra Suicida""!","Agora druidas podem aprender ""Esquadrão Suicida""!",德鲁伊现在可以学习“自杀小队”了！
PASSIVE_UNLOCK_MONK,"Monks can now learn ""Unstoppable""!",,¡Ahora los monjes pueden aprender Imparable!,Les Moines peuvent désormais apprendre «&nbsp;Inarrêtable&nbsp;»&nbsp;!,Mönche können jetzt „Unaufhaltsam“ lernen!,"Ora i monaci possono imparare ""Inarrestabile""!","Agora monges podem aprender ""Imparável""!",武僧现在可以学习“势不可挡！”了！
PASSIVE_UNLOCK_COLORLESS,"All cats can now learn ""Skill Share""!",,¡Ahora todos los gatos pueden aprender Habilidad compartida!,Tous les chats peuvent désormais apprendre «&nbsp;Partage de compétences&nbsp;»&nbsp;!,Alle Katzen können jetzt „Fähigkeiten teilen“ lernen!,"Ora tuti i gatti possono imparare ""Condivisione delle Abilità""!","Agora todos os gatos podem aprender ""Compartilhar Habilidade""!",所有猫咪现在都可以学习“技能共享”了！
PASSIVE_UNLOCK_JESTER,Jesters have some more tricks up their sleeves!,,¡Los bufones tienen algunos ases más en la manga!,Les Jokers ont encore plus de tours dans leur sac&nbsp;!,Narren haben jetzt neue Kunststücke im Repertoire!,I giullari hanno qualche altro asso nella manica!,Agora curingas possuem mais truques na manga!,小丑们现在有了更多把戏！
,,,,,,,,
